ds,yhat,yhat_lower,yhat_upper
2019-06-25,5574.916442433151,-1187.7742938668036,11798.483537387996
2019-06-26,5553.160092603152,-1291.347757145026,12124.409086829923
2019-06-27,5335.646218553624,-1718.0365775783023,11571.708058541513
2019-06-28,5277.5534176036135,-1703.0447193429716,11586.696411296038
2019-06-29,5186.91695493036,-1095.689199500253,11756.463834127264
2019-06-30,5099.469011153771,-1567.4395845210697,12082.301648482087
2019-07-01,5093.893867754741,-1422.3473188094217,12171.172666638593
2019-07-02,5024.352182756829,-1831.6604415122388,12333.622276056227
2019-07-03,5090.196409414846,-1650.5633164300805,11765.709441895584
2019-07-04,4967.160112615273,-1848.4780267800795,11773.233117843098
2019-07-05,5008.780479482925,-1781.4589751470264,11882.092500005649
2019-07-06,5021.364151520967,-1568.81840177101,11589.432889323261
2019-07-07,5038.870094841529,-1679.502696147628,11625.741015691085
2019-07-08,5138.207481434928,-1775.0908734574211,12093.784195521468
2019-07-09,5171.801598805767,-1352.5669129141932,11945.099720292059
2019-07-10,5337.348760633532,-1687.3970253656998,12297.988862473543
2019-07-11,5309.041977272361,-1672.3870520015216,12295.665632009332
2019-07-12,5439.025797233839,-1261.9405197528488,12022.908426670654
2019-07-13,5532.389694688984,-1303.793730752547,11932.81988455186
2019-07-14,5622.073118711586,-1024.13815557884,12678.377223335625
2019-07-15,5784.179741383758,-1082.552215807306,12485.74976352396
2019-07-16,5870.553659900823,-745.5571097893466,12801.058533728487
2019-07-17,6078.538440107845,-782.8191324766215,12874.659816220854
2019-07-18,6082.200850255714,-699.0192103598682,12552.426728947537
2019-07-19,6233.777954390689,-55.79905277762768,13742.660779125412
2019-07-20,6338.657355384712,-328.989266426807,13345.162619917695
2019-07-21,6430.264259041614,-219.57118533341776,12904.419016631531
2019-07-22,6585.3535731900565,-341.58574674611333,13551.30684469752
2019-07-23,6656.560571872097,162.51377431983033,13623.266636760805
2019-07-24,6842.13186008531,174.93372919186004,13580.774913387379
2019-07-25,6817.119382099818,81.77979651925415,13899.028632041172
2019-07-26,6934.797055698624,447.62474674644443,13771.544855868031
2019-07-27,7001.610726495631,477.86040709977067,13736.427511297594
2019-07-28,7005.655464871861,315.6292284086711,13515.382198161797
2019-07-29,7071.081816630909,-40.222031844532026,13689.516683780812
2019-07-30,7051.480086180074,235.21889662630917,13588.1687553442
2019-07-31,7145.97018862632,-332.70327297798923,13497.256224261135
2019-08-01,7030.37773088195,-37.63517439874882,13038.771858683871
2019-08-02,7058.636797497731,-151.738710872001,13783.574849801602
2019-08-03,7037.7303733551635,784.0155628905786,13854.206798342577
2019-08-04,7002.543040443434,468.98323879925243,14079.427296481605
2019-08-05,7031.124928323424,307.6528726725357,13855.892062043207
2019-08-06,6977.220996933218,127.78677685839364,13313.244889199523
2019-08-07,7039.987708503271,-265.06825818613567,14120.419350625836
2019-08-08,6895.179922953508,-264.9129171622582,13338.834163422629
2019-08-09,6896.567464754391,482.43811079101266,13667.104736336316
2019-08-10,6850.891706615269,-436.53064435060213,13821.907843599654
2019-08-11,6792.736164518415,11.460154352029456,13261.844255289943
2019-08-12,6799.809407214884,-19.383282407832127,13423.67486536795
2019-08-13,6725.493671217595,7.967763767761619,13633.814742272249
2019-08-14,6768.5805618882805,-219.5349866960995,13308.906041780177
2019-08-15,6604.476031803746,45.23320719995762,13518.653962938652
2019-08-16,6586.633494361917,-441.56736504228456,13880.423756888958
2019-08-17,6521.524898970067,-304.47594087158967,13293.05984405379
2019-08-18,6443.523329593135,-584.7210050550514,13005.965782841033
2019-08-19,6430.195095362309,-864.009940466958,13570.70069412162
2019-08-20,6334.8544768477195,-433.7527899872888,12962.584346044938
2019-08-21,6356.302393031318,-239.53565500132385,13291.212471829285
2019-08-22,6170.0311776621065,-182.83635072856634,13095.80031190073
2019-08-23,6129.654430870824,-724.8774725717174,12901.913622498203
2019-08-24,6041.8719845203905,-669.7549893997943,13099.598530255706
2019-08-25,5941.343849826908,-681.5013060029647,12423.39561839183
2019-08-26,5905.97150479183,-1118.7634795564359,12904.156710031819
2019-08-27,5789.440140864286,-694.7934365401155,12575.236538760342
2019-08-28,5790.943639577465,-956.1347748521105,12895.308231469164
2019-08-29,5586.375004966582,-1386.8778319161158,12262.249270014549
2019-08-30,5529.741766894015,-1448.9485380236006,11998.689428124857
2019-08-31,5428.116935768583,-1515.0476421960036,11721.64136682286
2019-09-01,5316.49989309894,-732.5970121957121,12426.842343459217
2019-09-02,5273.0860474807305,-1086.501711503704,11908.112325231556
2019-09-03,5151.799287697964,-1365.4203755898047,12053.1545360721
2019-09-04,5152.009342360951,-1173.8837067821444,12210.0297454988
2019-09-05,4949.717025937553,-2054.7365323148156,12101.818529478323
2019-09-06,4898.9670477000855,-1922.8870860438894,10882.079749157536
2019-09-07,4806.799028042657,-1691.5592161882857,11419.109234420846
2019-09-08,4708.111071811982,-2386.7698306867983,12010.251966184645
2019-09-09,4680.934596796213,-2529.5766778763873,11507.154939825277
2019-09-10,4578.974226324138,-2499.850694790916,11417.385496892506
2019-09-11,4601.334550019195,-1947.9645312273087,10965.205417436819
2019-09-12,4423.716355887441,-2498.8830403879883,11266.89192912009
2019-09-13,4399.841576149267,-2612.5407360084637,10998.149576753289
2019-09-14,4336.417115488087,-1983.5700324539373,11422.470927715729
2019-09-15,4268.011411132468,-2186.2030510088393,10843.006928606774
2019-09-16,4272.341916247724,-2512.0396598750986,10908.03205570406
2019-09-17,4202.826820729521,-2575.8146527126714,10783.12713457447
2019-09-18,4258.322348239971,-2753.612443091933,11224.089717740246
2019-09-19,4114.32781390149,-2615.879926937747,11025.92549643089
2019-09-20,4124.417327991877,-2259.868848634718,10766.154020412794
2019-09-21,4095.2080320617047,-2709.530700231747,11322.178578773626
2019-09-22,4061.238520023005,-2699.418110935704,10726.487905463015
2019-09-23,4100.2555318410505,-2671.386830822888,10389.27081571735
2019-09-24,4065.762227573898,-2506.972776390298,10913.451678595988
2019-09-25,4156.749472827786,-2380.975736469777,11323.512515690207
2019-09-26,4048.8925085573082,-3031.9181531115228,10833.965123453452
2019-09-27,4095.972169691351,-3123.0504418101586,10843.1046875678
2019-09-28,4104.8308999376,-2606.4687563157445,11208.555777131121
2019-09-29,4110.237646302814,-2105.030146551494,10785.256095049908
2019-09-30,4190.160207761017,-2319.141433879675,10624.653091020697
2019-10-01,4198.298872122825,-2550.4782872688224,10752.842906166885
2019-10-02,4333.80332009429,-2029.9100259307156,10880.001219203154
2019-10-03,4272.455720255522,-2320.6378501138665,10554.930004403865
2019-10-04,4368.079713955378,-2074.3192683902307,11069.006912472014
2019-10-05,4427.486036907066,-1971.7815044000995,11216.81345564807
2019-10-06,4485.329307525365,-2850.094464289829,11132.72355323385
2019-10-07,4619.374933643621,-2965.073332904428,11513.051327726635
2019-10-08,4683.030265407917,-1969.8239613929777,11443.992730717118
2019-10-09,4875.062171965308,-1558.8076195580688,11631.133722558157
2019-10-10,4870.7840605924575,-2065.7712233180787,11472.151776752971
2019-10-11,5023.47202321787,-1681.7625979660288,12102.090681281841
2019-10-12,5139.320732377328,-1338.7528169433376,12016.966037759392
2019-10-13,5252.313383121845,-1801.330318639892,11642.54033152114
2019-10-14,5439.504295835534,-1536.2879299340643,12649.715918458951
2019-10-15,5553.5678768905,-827.3674060548605,11965.929533023163
2019-10-16,5792.535602111291,-1169.5069529353675,12572.377380069784
2019-10-17,5831.003462400225,-1056.5216023673697,12257.506488272757
2019-10-18,6021.568928218956,-1032.0603950213867,12493.067660367476
2019-10-19,6169.8073972716675,-878.4007332128037,12357.794776675746
2019-10-20,6309.161755606302,-481.00006965720496,13166.480759095171
2019-10-21,6516.243013678488,-308.97231692782253,13034.447354126569
2019-10-22,6643.395095188807,-37.4133075647517,13277.792013384862
2019-10-23,6888.444879534901,651.8426339410549,14001.26763503209
2019-10-24,6925.919448903684,-359.58553766019713,13444.036833922763
2019-10-25,7108.489191063894,-129.02066071968153,13873.14619894455
2019-10-26,7241.9464447161645,271.07340917176356,13695.153819290654
2019-10-27,7360.093128470294,864.0352624057958,13717.64623688741
2019-10-28,7540.0352733588825,692.933767922035,14419.888577724088
2019-10-29,7634.737615938475,995.821581881318,14308.305974047298
2019-10-30,7842.759563202981,1477.3419417897226,14140.686992967276
2019-10-31,7839.454814881999,1290.3878725918485,14535.059768615914
2019-11-01,7978.393755055,1028.914236911902,14529.873666564321
2019-11-02,8066.318844435404,1526.140716287782,14654.502875365273
2019-11-03,8138.007118298548,1137.2439167971086,14910.390549379927
2019-11-04,8271.53842345867,1457.2307272587202,15054.977583954149
2019-11-05,8320.82332408876,1328.9628032749677,15004.638617105391
2019-11-06,8485.3127862434,1759.2871172457887,15268.311662833996
2019-11-07,8441.172728370633,1625.8936342461861,15368.756539255815
2019-11-08,8542.683329707184,2050.804836841084,15576.856838160367
2019-11-09,8597.174061551923,1744.2932817827345,15515.709371626166
2019-11-10,8639.869210196037,2193.3899668583754,15986.531667492
2019-11-11,8749.143097075535,2250.0772341213456,15335.194773843317
2019-11-12,8779.039387195146,2178.3971514015016,16103.619266443275
2019-11-13,8928.976929834573,2282.982479985162,15922.900076925334
2019-11-14,8874.925413324418,2606.260102728621,15514.208782256597
2019-11-15,8970.810772218643,2396.30735503721,16023.591482857586
2019-11-16,9023.461206213746,2231.912019013343,15977.426196908431
2019-11-17,9067.468322453591,2494.498397421383,15916.441323950212
2019-11-18,9180.462203443403,2309.3256224791653,16010.51727562454
2019-11-19,9215.6542519026,2434.3597847713563,16296.272318283602
2019-11-20,9371.56959465981,2611.93683676187,15978.080318159093
2019-11-21,9323.25156144714,2730.397385005573,16198.686016877471
2019-11-22,9423.697328603204,2646.008116126795,15994.037263097944
2019-11-23,9478.834680852073,2686.751283757564,15698.736964394553
2019-11-24,9522.41346540908,3236.1381079185962,16027.219432883336
2019-11-25,9631.309600153034,3027.2708557491123,16571.61391492859
2019-11-26,9658.094572179572,2664.975775370657,16240.800509069613
2019-11-27,9800.791347671468,2449.628615298636,16577.989379022347
2019-11-28,9734.098428715839,3302.269321358987,16663.41592733462
2019-11-29,9810.840472945238,2962.5077866837387,16290.991519493167
2019-11-30,9836.954883448874,3556.979354426221,16355.909943487768
2019-12-01,9846.387544689622,3099.090581318084,17317.942948623553
2019-12-02,9916.395329505378,3688.887334625139,16898.000636705117
2019-12-03,9900.108248708686,3262.390766058237,16425.428849721782
2019-12-04,9996.272276242275,3346.862404957016,16703.943793311388
2019-12-05,9880.454874071578,2900.1758008311945,16572.3693619058
2019-12-06,9906.472092201657,2925.05550797023,16585.994976318645
2019-12-07,9881.347270841814,2623.9272352213916,16587.885344189057
2019-12-08,9840.175284304358,3116.569315667761,16670.016460028124
2019-12-09,9861.390839373402,2705.109870226037,17007.965674360497
2019-12-10,9799.294686677302,3248.9795714782517,15655.989589546334
2019-12-11,9853.759836493491,3194.837044676826,16535.916075122608
2019-12-12,9701.400902675236,3673.393613150999,16914.185965237837
2019-12-13,9696.966558389135,2882.87116311172,16206.032504004253
2019-12-14,9648.266214808093,2832.3950868094466,16549.69058761768
2019-12-15,9591.005889459555,2932.026031393336,16201.719667348048
2019-12-16,9604.03271539168,3065.8932040055383,16333.932915883397
2019-12-17,9541.842769838455,2471.947993972899,17061.71176654098
2019-12-18,9604.274989171525,3179.261345581145,16195.590672869359
2019-12-19,9467.674801643348,2793.8596085723725,16284.322497328532
2019-12-20,9486.287783781436,2653.941598032548,16039.764429717154
2019-12-21,9467.194575154459,2719.5954806851146,16369.226159763377
2019-12-22,9445.161935880042,2569.3105793881687,16346.753900908367
2019-12-23,9497.909108449174,3018.9466159735903,16144.494779565182
2019-12-24,9478.643670412246,2271.6207358186034,15884.358701062916
2019-12-25,9585.788960777933,3234.677312113055,15730.424161224373
2019-12-26,9494.185852429131,2457.8311407227657,16388.222362026667
2019-12-27,9556.528163898953,2911.37146346926,16355.725638619457
2019-12-28,9578.341806189721,2456.1136018745206,16360.639698651603
2019-12-29,9592.881314369955,3133.2055799607315,16434.784812057853
2019-12-30,9676.441629497294,2569.352200340248,16528.911663129555
2019-12-31,9680.937996578516,2993.8520894022145,15859.799672620293
2020-01-01,9803.674753619078,2984.7302990672624,16687.265047252255
2020-01-02,9718.584527451834,2834.3417681755877,16433.369075917028
2020-01-03,9777.69596146525,2802.9674044922017,16723.666954925815
2020-01-04,9786.139026395525,2376.4559503904065,16619.319263027966
2020-01-05,9777.060675381745,3140.5355566583453,16956.271322980694
2020-01-06,9826.948004548229,3096.513025635994,16444.94292275031
2020-01-07,9788.211288280949,3408.262603059501,16214.145690624444
2020-01-08,9858.947393255274,3095.560053327494,16668.938670412932
2020-01-09,9714.16505312279,2800.1325341499887,16432.957871166735
2020-01-10,9707.230337483026,2470.4307698157522,16497.177752912627
2020-01-11,9644.841815251324,2932.141231593677,16146.189219511296
2020-01-12,9561.908854350415,3350.0730594186307,16295.088465200839
2020-01-13,9536.831116079977,2447.482783377084,16113.351646635185
2020-01-14,9424.032704963125,2900.1596265547123,15923.018403085083
2020-01-15,9423.672736651346,2689.5483442038417,16093.662270917757
2020-01-16,9212.81519843568,1729.0929038650254,16687.439935038874
2020-01-17,9146.8179256557,2510.8490688919815,15947.410818404187
2020-01-18,9034.251740521044,2342.771192327742,15666.560405349917
2020-01-19,8911.724755838635,1991.8421833114041,15528.481912972868
2020-01-20,8859.111433315267,2344.514158092475,15600.075728889406
2020-01-21,8732.041318316866,2027.458196630739,15158.127039104273
2020-01-22,8731.57054588796,2092.70584622089,15448.890255830243
2020-01-23,8535.32020741183,1615.9100866954377,15507.013854437942
2020-01-24,8498.84237869048,1971.0912387101814,15270.950712356367
2020-01-25,8430.525650087478,2123.6145922524215,15517.27813024559
2020-01-26,8366.415696419528,1016.826265273547,15688.578184969225
2020-01-27,8385.450751044835,2212.9972139632273,15721.234234714757
2020-01-28,8341.96690436386,1518.3679389085833,14673.92003870568
2020-01-29,8435.39605651122,2070.123739381831,15965.874938768247
2020-01-30,8341.440038405788,1316.7743289622317,14975.979773598994
2020-01-31,8413.480912682691,1471.6311029018864,14991.506301462998
2020-02-01,8457.538226163524,1795.2264111187192,15165.940193042108
2020-02-02,8507.147479532774,1996.0159467206752,15005.88449721206
2020-02-03,8638.658218864224,1715.5431000699407,14832.271203557095
2020-02-04,8703.805061761532,2050.702470202532,15086.071789015528
2020-02-05,8899.472774870652,1950.9421102493586,15993.501036826248
2020-02-06,8898.93714394212,2222.226639427315,15660.491792003138
2020-02-07,9053.339862537192,2625.1826557390355,15788.093852351612
2020-02-08,9166.70646170562,2421.7026748869916,16201.85046781799
2020-02-09,9270.87988093053,2718.2453421629784,16051.958476641405
2020-02-10,9440.866549759317,2758.8249970142806,16191.665458586072
2020-02-11,9527.44693067919,3045.6484070508513,16337.966493303069
2020-02-12,9726.970489572841,3432.67999909412,16667.83959968785
2020-02-13,9712.61592934714,2970.54448486599,16164.59725695308
2020-02-14,9835.874279023636,2985.823800285878,16428.474328210505
2020-02-15,9901.563518095907,3352.2246652853737,16831.188220372936
2020-02-16,9942.747297153748,3200.545984920152,16064.22126473915
2020-02-17,10036.054891728018,2907.8583749659138,16425.365276508976
2020-02-18,10034.254909743137,3072.179129948766,16823.47036586006
2020-02-19,10136.00357807746,3210.064836818286,17299.96231529504
2020-02-20,10017.049571600845,2628.4269738028,16231.896661863857
2020-02-21,10031.654345050512,3182.833562922586,16849.84958738384
2020-02-22,9987.538221053554,2879.2614771856124,17047.24585615628
2020-02-23,9920.726533446965,3401.563897630718,16970.277759724268
2020-02-24,9910.794820292544,3034.004785390774,16494.505129678375
2020-02-25,9813.367514760048,2416.4278418909525,16861.84200813453
2020-02-26,9829.79290645901,2948.7586634516424,16825.938590245965
2020-02-27,9638.27825110866,2799.2688461023236,15850.420741322843
2020-02-28,9595.245819608099,2900.7502307139616,16346.214336677369
2020-02-29,9510.221837522764,2725.6789990032626,16244.206862299321
2020-03-01,9420.634132971969,2807.11144909548,15627.498055648555
2020-03-02,9407.018786107083,3099.3105825330244,16010.973568701173
2020-03-03,9325.491271635141,2688.7654488030594,16917.8059791932
2020-03-04,9377.405626082837,2843.5271017829955,15793.420703951617
2020-03-05,9240.485971479031,2613.546806175845,16122.969748322603
2020-03-06,9270.191322052655,2580.5117181017026,16120.713903145133
2020-03-07,9274.625437727496,2211.030393095471,16006.256900664805
2020-03-08,9289.36703668518,2742.3456453299273,16109.64733012766
2020-03-09,9392.7198486958,2451.0133822347134,15966.923060255844
2020-03-10,9438.236904515164,2861.3196343371665,16274.578143582601
2020-03-11,9624.441240847478,2169.210566819943,16240.725527525963
2020-03-12,9626.025780004906,3232.6676854878942,16230.367947883953
2020-03-13,9795.291559475329,2926.686428818634,16278.064295617152
2020-03-14,9937.134191397025,3088.164642214184,16948.96472402749
2020-03-15,10083.951897988736,3216.922171164402,16866.490330621757
2020-03-16,10310.972608185693,3636.855070824768,17108.28509611534
2020-03-17,10468.852537038492,3707.3087470640135,17766.718949307397
2020-03-18,10753.46652880679,3839.392951371003,17437.584295633915
2020-03-19,10837.171149656282,4267.296082205063,17152.426854373865
2020-03-20,11070.298104252015,4063.4965121254163,17500.94203829645
2020-03-21,11256.186469799453,4721.899482855872,18233.01313762342
2020-03-22,11426.125957906906,4690.385681577781,18308.421640792927
2020-03-23,11654.70783419271,4530.348589474175,17925.34520604975
2020-03-24,11792.435364114299,4899.660319564409,18853.81343419242
2020-03-25,12035.513828836265,5655.19183827165,18924.029805276383
2020-03-26,12057.101181108734,5658.430528390708,19045.467006391176
2020-03-27,12208.777317171813,5426.788690806295,19419.703127221685
2020-03-28,12295.541165585371,5424.779403610571,19280.64906285776
2020-03-29,12350.708796088049,6158.810903867819,18998.994517932144
2020-03-30,12451.210428632461,5905.883911653306,18709.384169341905
2020-03-31,12450.139684089505,5833.421329109197,19142.369821655044
2020-04-01,12546.476775604853,5974.1213262958445,19504.12810249288
2020-04-02,12416.268502586232,6187.073476313689,19609.495732661595
2020-04-03,12414.024903315738,5597.633069997146,19322.950346420854
2020-04-04,12347.64368403699,5954.9709301535395,19287.274604880244
2020-04-05,12253.23752983473,5388.196252275569,19235.267827001815
2020-04-06,12210.3640138285,5675.221468712364,18909.34873323713
2020-04-07,12074.513167732905,5411.125839865313,19167.681703041868
2020-04-08,12046.77597391796,5122.031829667613,18475.651309628207
2020-04-09,11804.978000683815,5078.684222624078,18304.69349073059
2020-04-10,11705.03915988715,5529.9290591181325,18408.117130430634
2020-04-11,11555.871562689286,4799.967302140271,17981.896999123936
2020-04-12,11394.19115035321,4550.477725056255,18329.231485862052
2020-04-13,11299.743088668627,4754.815886781384,18365.489822995267
2020-04-14,11127.795956700265,4597.0804319463,17802.304521022812
2020-04-15,11078.827656631278,4785.352999823051,17873.382993049545
2020-04-16,10829.686643777934,4267.718685802773,17696.68606442226
2020-04-17,10734.988563464734,3823.0875632445427,17094.974778671345
2020-04-18,10602.059135135938,3946.941520909038,17149.444151070005
2020-04-19,10530.916408224239,3731.131946293544,17220.25280651559
2020-04-20,10534.196898627928,3418.4716080885464,17453.93001079246
2020-04-21,10465.066920115543,3806.780038775176,16916.65473993827
2020-04-22,10521.852384939066,4012.11631636278,17596.484375630713
2020-04-23,10379.262878273334,3421.008761608576,17119.71827728781
2020-04-24,10389.849558027023,3873.09898635391,17322.891767465342
2020-04-25,10359.006041699124,3441.0818956776848,17038.930256007625
2020-04-26,10319.885042924405,3458.2668278716424,16911.56325400785
2020-04-27,10348.727813055822,3230.5392496751356,17270.90209841208
2020-04-28,10297.458547334452,3748.1293890038996,16740.630370463383
2020-04-29,10363.46395202436,3814.9926718515985,16968.500781702744
2020-04-30,10220.839056048804,3736.541716236202,16923.48528234741
2020-05-01,10221.857120653143,3434.062110387366,17026.816927331292
2020-05-02,10171.972595773186,3085.852819585523,17113.29434693128
2020-05-03,10104.729953828655,3293.0349397477653,16541.1834628387
2020-05-04,10097.075800867986,3598.522973586234,17316.316403784935
2020-05-05,10001.927033437607,3810.9118072752067,16713.779375926762
2020-05-06,10017.916091132442,3045.1869580592493,17176.977205123938
2020-05-07,9820.59546045963,3119.545529227526,17087.904429623326
2020-05-08,9763.860542097493,2940.120332939537,16210.584007690668
2020-05-09,9654.901238186998,3308.6270283795125,16535.08356892217
2020-05-10,9529.056606859725,2472.982762355853,16345.576330382179
2020-05-11,9465.071565307731,2471.5924930658384,16078.599244352352
2020-05-12,9317.610011035515,2433.5364228624276,16071.667699690157
2020-05-13,9286.946987162632,2185.8359472951124,16507.63130965897
2020-05-14,9050.12355387056,2410.753587162634,16078.249201718076
2020-05-15,8962.324873270529,2360.710988812181,15726.426995885677
2020-05-16,8831.793109985842,2212.6200324183324,16052.870401254728
2020-05-17,8694.650556967521,2718.8254087328037,15945.183493974619
2020-05-18,8630.132818498572,2046.8958529237589,15522.582019239699
2020-05-19,8493.087036884284,1798.6400932985216,15116.87820358878
2020-05-20,8483.658156378126,1616.6691588096649,15840.990473929385
2020-05-21,8278.44699670379,1710.0417066932469,15103.037125866242
2020-05-22,8231.900495408518,1998.7632974809344,15254.77529322345
2020-05-23,8151.245321326027,1608.4260552977294,14472.224778083642
2020-05-24,8071.339630058881,1418.6724846232262,14691.422313797413
2020-05-25,8069.941936248643,1841.4002661209868,14874.60400685061
2020-05-26,8000.251039296949,902.1934008643326,14639.835182734043
2020-05-27,8060.63878476309,828.3314294663261,14812.498891975163
2020-05-28,7925.858096393397,1111.3880155658082,14647.062852038636
2020-05-29,7948.485213193313,848.3237693374076,14601.01313662284
2020-05-30,7933.905862304884,1220.2738979517396,14359.428133276566
2020-05-31,7915.2186620944885,1581.0257660625416,14184.870627890026
2020-06-01,7968.553290201396,1472.4647249177276,14735.37735443235
2020-06-02,7945.655989691499,1381.220919549443,14406.161384613295
2020-06-03,8043.6629460476015,1037.7198636289418,14809.607481684012
2020-06-04,7936.3428684491955,1404.3171303900372,14247.422738492318
2020-06-05,7975.566785705285,926.085786368134,14831.446209638636
2020-06-06,7966.314065205617,723.2404825425339,14803.394574286158
2020-06-07,7941.587446860136,1183.1247312030073,14995.218146706824
2020-06-08,7977.734356221528,1139.1551528437801,14623.589173414248
2020-06-09,7927.0270365843135,1243.6101123072372,14810.932647898942
2020-06-10,7987.422235217447,1241.2992580008488,13969.443084531582
2020-06-11,7833.782207400993,1574.0272602611008,14516.55229717614
2020-06-12,7819.31569227887,603.5747863158051,14931.047460878677
2020-06-13,7750.5487058653725,1520.7148767522824,14465.219708509769
2020-06-14,7662.198948081249,604.1970355733183,14575.191181316586
2020-06-15,7632.45223110392,687.8461241265331,14306.981566594277
2020-06-16,7515.49471675024,963.7001247384633,14115.391276674618
2020-06-17,7511.223014969223,1059.8225814885934,14113.217200896568
2020-06-18,7296.415255651514,860.242479081284,14209.458433201082
2020-06-19,7226.123130108771,550.062029546764,13374.322997602103
2020-06-20,7108.596046547585,359.5561023402898,13681.247798955805
2020-06-21,6980.112416582115,124.9257345680361,13613.323352825335
2020-06-22,6920.217588611553,-97.96969736705266,13608.494366989467
2020-06-23,6784.223183465876,-80.59704443707449,13737.924678379635
2020-06-24,6772.890686372729,389.4986498637076,13014.003340328753
2020-06-25,6563.583023790071,-829.4947801791005,13565.371678362242
2020-06-26,6511.644537842187,-664.4004330786044,13813.898828157111
2020-06-27,6425.320710529614,-522.6039773561529,13604.322915762328
2020-06-28,6340.592651529079,-268.8378803738398,13025.472660273996
2020-06-29,6336.42565455142,-187.06623476711283,12969.564595802534
2020-06-30,6267.286168411015,-249.0236376259169,12778.479962319147
2020-07-01,6332.849443884766,-628.6175124689773,13103.551336514322
2020-07-02,6209.180827900901,-417.36945697276707,12840.793979569666
2020-07-03,6250.15022067108,-512.9459097171564,12680.65249874263
2020-07-04,6262.390038262669,-719.8251411782751,12888.794349745685
2020-07-05,6280.170602446676,-436.3423998676578,13599.270038768107
2020-07-06,6380.691120566948,-160.94713807347298,13361.470179540878
2020-07-07,6416.6394420383085,-486.55275839360183,12694.58831354633
2020-07-08,6585.941708568315,367.0351538596955,13030.3447649757
2020-07-09,6562.983772937304,48.410748851851146,12937.555976774134
2020-07-10,6700.0628824351525,-264.1198546649606,13118.553673835964
2020-07-11,6802.379054187497,604.0077665851989,14074.78134815296
2020-07-12,6902.939276762544,397.42493056572073,13607.568541111827
2020-07-13,7077.872060625643,601.8127711344248,13887.40936776077
2020-07-14,7179.0050459833055,139.41600348471908,13535.541315156219
2020-07-15,7403.626478973557,1074.6069813225913,14187.655819832242
2020-07-16,7443.599394367521,900.6808323297213,14428.71425321644
2020-07-17,7633.151583417746,751.5680174392636,14118.6152705246
2020-07-18,7777.521919352771,926.9779966436286,13906.85684018826
2020-07-19,7909.965623877,1269.5924104701662,14816.96768397567
2020-07-20,8107.051983572268,1192.9020831804103,14739.573301538494
2020-07-21,8221.220780462712,1944.2773152904067,15296.906441953168
2020-07-22,8450.519000414268,1823.8571462694356,15262.56431720265
2020-07-23,8469.800396951727,1618.781855460048,14678.074471778356
2020-07-24,8632.147338446452,1452.165454594495,14846.489893461689
2020-07-25,8743.825493868713,2540.165026527789,15601.228212928205
2020-07-26,8839.145777512673,2764.9979948613864,15609.74484729436
2020-07-27,8995.732477565307,2274.754799605239,15604.69434531944
2020-07-28,9067.051751470623,2269.8124599012626,15523.307638028731
2020-07-29,9252.122800280413,2784.6489462363415,16005.353081375084
2020-07-30,9226.694950476298,3034.2983832204527,15911.522285666102
2020-07-31,9344.65060769947,2517.9022345608396,16203.77983825842
2020-08-01,9412.945046615665,2796.421728281152,16131.774091249606
2020-08-02,9466.457730205555,2636.3034350610856,15600.330984985216
2020-08-03,9583.254215634079,2318.2175197692845,16541.946215619464
2020-08-04,9617.112821381967,2748.173021020665,16489.367205373826
2020-08-05,9767.23822334606,2760.8438015578704,16368.202949619896
2020-08-06,9709.444936162057,2588.7703024341763,16454.462741611056
2020-08-07,9797.570256416071,2394.725061995948,16585.588405156424
2020-08-08,9838.427144209738,2773.791587315814,16756.444823067402
2020-08-09,9866.671166892404,3079.777628787203,16500.080306879816
2020-08-10,9960.079931364753,3178.316895235486,16643.062371346667
2020-08-11,9972.098509458234,3505.845891606422,16772.378573899616
2020-08-12,10101.572337158437,3092.1474462833585,16493.591627415735
2020-08-13,10023.949862793623,3351.464090995375,17100.653940016207
2020-08-14,10092.713867485465,3133.546122059906,16430.087063953695
2020-08-15,10114.351329227067,3502.8666440266156,16805.716198104135
2020-08-16,10123.235416099818,3375.1232898881053,16919.899439798377
2020-08-17,10196.917579452216,3070.720911470611,17049.886829664258
2020-08-18,10188.682891610057,3646.7188258881683,17020.705248175524
2020-08-19,10297.289854087803,3455.4988191726634,16892.023189642267
2020-08-20,10198.176807647415,3200.5923142981055,16675.365569342342
2020-08-21,10244.893836826946,2846.9456371804454,17672.713243704744
2020-08-22,10244.070121071103,3372.3278773723036,17324.545118832262
2020-08-23,10230.290504812801,2774.935329581489,16539.91561765615
2020-08-24,10281.379541509836,3405.342314306828,16864.39380271981
2020-08-25,10250.946525848027,3782.3032385627475,17396.20464476596
2020-08-26,10338.11318067877,3684.8877867350343,16830.160636064025
2020-08-27,10218.706624972532,3450.5092097970683,16973.53990359492
2020-08-28,10246.677046457911,3986.2442511003082,17204.290471840344
2020-08-29,10229.050579123956,3275.1643663219816,17087.7356654776
2020-08-30,10200.79170355865,3483.5997677469472,16784.308791860036
2020-08-31,10240.07394927059,3354.7227390612143,16322.343291074818
2020-09-01,10200.812897798874,3581.5003553023894,17075.0452532552
2020-09-02,10282.383581788443,2980.119062332193,17143.765610776016
2020-09-03,10160.805264512808,3276.024975476235,16877.18091842613
2020-09-04,10190.153299621032,3634.4183251828763,17349.37657792371
2020-09-05,10177.508756404011,3795.290074737876,17178.723645560185
2020-09-06,10157.82021715467,3567.126463895157,16937.859552080532
